<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
SBER,60,20211213,190000,286.0700000,286.1900000,281.0300000,282.5700000
SBER,60,20211213,200000,281.9600000,283.2500000,281.1500000,282.8500000
SBER,60,20211213,210000,282.8900000,283.0000000,281.7000000,282.3800000
SBER,60,20211213,220000,282.3500000,282.4500000,280.3100000,281.4500000
SBER,60,20211213,230000,281.4500000,282.0000000,280.0800000,280.9200000
SBER,60,20211214,000000,280.9200000,281.6000000,280.2300000,280.6400000
SBER,60,20211214,080000,280.2100000,280.8000000,261.5000000,272.6800000
SBER,60,20211214,090000,272.9000000,278.2600000,270.2100000,275.4500000
SBER,60,20211214,100000,275.3500000,275.9900000,272.8600000,275.6700000
SBER,60,20211214,110000,275.8600000,284.7200000,274.2000000,275.1000000
SBER,60,20211214,120000,275.0300000,281.3500000,272.0800000,280.7600000
SBER,60,20211214,130000,280.7100000,281.1500000,276.8000000,277.9600000
SBER,60,20211214,140000,277.9600000,280.1500000,276.9900000,279.7800000
SBER,60,20211214,150000,279.7800000,280.1800000,277.1700000,278.7900000
SBER,60,20211214,160000,278.7800000,284.5000000,278.5700000,283.7800000
SBER,60,20211214,170000,283.7300000,286.0900000,280.3800000,281.9600000
SBER,60,20211214,180000,281.9600000,284.5800000,279.3800000,284.5400000
SBER,60,20211214,190000,284.4700000,284.8900000,281.6400000,282.0800000
SBER,60,20211214,200000,282.1500000,283.3500000,281.4900000,281.7600000
SBER,60,20211214,210000,281.7000000,282.2800000,280.6500000,281.5000000
SBER,60,20211214,220000,281.5800000,282.6000000,281.5000000,282.0800000
SBER,60,20211214,230000,282.1000000,284.3500000,281.9400000,283.7000000
SBER,60,20211215,000000,283.6000000,285.2900000,283.6000000,284.9000000
SBER,60,20211215,080000,285.0000000,286.9000000,283.0700000,284.9900000
SBER,60,20211215,090000,284.9900000,286.4500000,284.6000000,286.0600000
SBER,60,20211215,100000,286.2300000,286.8000000,285.1100000,286.3400000
SBER,60,20211215,110000,286.2900000,287.3300000,281.0000000,282.6900000
SBER,60,20211215,120000,282.6800000,287.5500000,282.4000000,284.9600000
SBER,60,20211215,130000,284.9000000,285.9000000,283.6100000,284.9700000
SBER,60,20211215,140000,284.9800000,285.4500000,284.2200000,284.5200000
SBER,60,20211215,150000,284.5200000,284.7300000,283.5300000,284.0100000
SBER,60,20211215,160000,284.0100000,284.5000000,279.7500000,282.2000000
SBER,60,20211215,170000,282.2000000,283.4300000,281.0000000,282.1000000
SBER,60,20211215,180000,282.0000000,283.4300000,279.4400000,280.7200000
SBER,60,20211215,190000,280.6600000,281.7000000,279.8000000,280.4600000
SBER,60,20211215,200000,280.6200000,281.4700000,280.5100000,281.2000000
SBER,60,20211215,210000,281.2900000,282.2800000,280.8800000,282.2300000
SBER,60,20211215,220000,282.2200000,282.7500000,281.3300000,282.7500000
SBER,60,20211215,230000,282.6200000,284.9900000,282.0000000,284.3000000
SBER,60,20211216,000000,284.2100000,287.7900000,284.1200000,286.6500000
SBER,60,20211216,080000,287.7500000,289.4500000,286.2000000,289.2200000
SBER,60,20211216,090000,289.2100000,291.0000000,288.6900000,290.2900000
SBER,60,20211216,100000,290.2400000,291.2000000,289.3000000,291.1900000
SBER,60,20211216,110000,291.1800000,293.9800000,288.5700000,292.7000000
SBER,60,20211216,120000,292.7200000,293.3000000,291.0700000,292.2100000
SBER,60,20211216,130000,292.1300000,293.1800000,290.5700000,291.2300000
SBER,60,20211216,140000,291.1500000,292.7700000,290.7500000,292.4600000
SBER,60,20211216,150000,292.4600000,295.5500000,292.2500000,295.1200000
SBER,60,20211216,160000,295.1000000,296.7600000,294.3000000,295.1200000
SBER,60,20211216,170000,295.1200000,298.3000000,295.0000000,297.9700000
SBER,60,20211216,180000,297.9700000,298.7000000,296.2200000,297.8000000
SBER,60,20211216,190000,297.8000000,298.7000000,297.7100000,298.5500000
SBER,60,20211216,200000,297.9500000,298.2000000,296.2200000,296.2800000
SBER,60,20211216,210000,296.3800000,296.9000000,295.2600000,295.7100000
SBER,60,20211216,220000,295.7000000,297.2000000,295.5800000,296.5800000
SBER,60,20211216,230000,296.6600000,296.6800000,293.7900000,295.0800000
SBER,60,20211217,000000,295.0000000,296.4500000,294.4800000,295.8900000
SBER,60,20211217,080000,295.0000000,295.8100000,293.2100000,295.1200000
SBER,60,20211217,090000,295.2300000,295.5900000,293.6500000,294.4600000
SBER,60,20211217,100000,294.6000000,295.2000000,293.8000000,294.5600000
SBER,60,20211217,110000,294.3700000,296.3900000,291.6100000,294.9500000
SBER,60,20211217,120000,294.9500000,295.7000000,294.0000000,294.8400000
SBER,60,20211217,130000,294.8400000,294.9300000,293.1000000,294.0800000
SBER,60,20211217,140000,294.0800000,294.3000000,292.5500000,293.8100000
SBER,60,20211217,150000,293.8100000,294.7500000,293.3200000,294.6300000
SBER,60,20211217,160000,294.5900000,296.7300000,294.1700000,294.9800000
SBER,60,20211217,170000,294.9800000,295.8000000,293.7800000,294.7600000
SBER,60,20211217,180000,294.7600000,295.9500000,293.8100000,295.4000000
SBER,60,20211217,190000,295.3000000,295.6600000,293.7500000,295.6600000
SBER,60,20211217,200000,295.5500000,296.2100000,294.1500000,294.9900000
SBER,60,20211217,210000,294.9800000,295.6200000,294.8700000,295.1600000
SBER,60,20211217,220000,295.2000000,295.5300000,294.9300000,295.4000000
SBER,60,20211217,230000,295.4000000,295.7200000,295.1300000,295.1400000
SBER,60,20211218,000000,295.1400000,295.5900000,294.7000000,294.9000000
SBER,60,20211220,080000,293.1100000,293.1100000,289.1500000,291.4300000
SBER,60,20211220,090000,291.4000000,291.5000000,288.5000000,288.6100000
SBER,60,20211220,100000,288.6100000,290.0000000,287.4300000,289.0900000
SBER,60,20211220,110000,289.1000000,290.4400000,287.5200000,289.5100000
SBER,60,20211220,120000,289.6100000,290.3500000,285.6300000,287.0500000
SBER,60,20211220,130000,287.0000000,288.3000000,285.7200000,287.3700000
SBER,60,20211220,140000,287.3300000,289.6800000,287.0800000,288.2300000
SBER,60,20211220,150000,288.2500000,289.3700000,287.7000000,289.1200000
SBER,60,20211220,160000,289.2000000,289.2600000,288.0000000,288.7300000
SBER,60,20211220,170000,288.8100000,289.1200000,287.1600000,288.1400000
SBER,60,20211220,180000,288.0900000,289.5800000,286.5200000,287.1000000
SBER,60,20211220,190000,287.1200000,288.0000000,286.9500000,288.0000000
SBER,60,20211220,200000,287.2800000,288.2100000,287.0000000,288.0600000
SBER,60,20211220,210000,288.0600000,288.6900000,287.7000000,288.2900000
SBER,60,20211220,220000,288.2900000,288.5700000,287.9200000,288.0000000
SBER,60,20211220,230000,288.0200000,289.1600000,287.8800000,288.9000000
SBER,60,20211221,000000,288.9200000,289.4600000,288.3100000,288.4000000
SBER,60,20211221,080000,289.8000000,291.7600000,289.8000000,291.2100000
SBER,60,20211221,090000,291.3700000,293.0800000,291.1800000,292.4700000
SBER,60,20211221,100000,292.4600000,293.4000000,292.0700000,292.7200000
SBER,60,20211221,110000,292.7200000,292.9900000,290.1700000,290.5800000
SBER,60,20211221,120000,290.5800000,290.6400000,287.7200000,289.3000000
SBER,60,20211221,130000,289.3000000,290.0500000,288.0600000,288.2100000
SBER,60,20211221,140000,288.2500000,289.5800000,288.0200000,289.0000000
SBER,60,20211221,150000,288.9600000,289.0000000,286.7600000,287.4800000
SBER,60,20211221,160000,287.4900000,288.8800000,287.4000000,288.0800000
SBER,60,20211221,170000,288.1000000,288.6100000,287.2000000,288.3900000
SBER,60,20211221,180000,288.4000000,290.1100000,288.1400000,289.2700000
SBER,60,20211221,190000,289.3700000,290.0400000,288.5300000,290.0400000
SBER,60,20211221,200000,290.7700000,292.0000000,290.2800000,291.3800000
SBER,60,20211221,210000,291.3800000,291.6400000,290.7400000,291.1900000
SBER,60,20211221,220000,291.2600000,291.9200000,290.9200000,291.5900000
SBER,60,20211221,230000,291.5900000,291.9200000,291.5000000,291.8300000
SBER,60,20211222,000000,291.9200000,292.6900000,291.5700000,291.7000000
SBER,60,20211222,080000,291.8300000,292.3800000,290.2400000,292.1000000
SBER,60,20211222,090000,292.1700000,292.1700000,289.5100000,290.4600000
SBER,60,20211222,100000,290.4600000,291.3700000,290.0200000,290.8200000
SBER,60,20211222,110000,290.9300000,292.6500000,289.2300000,291.6300000
SBER,60,20211222,120000,291.5500000,294.3000000,291.2200000,293.8900000
SBER,60,20211222,130000,293.9000000,295.1500000,292.8800000,294.1800000
SBER,60,20211222,140000,294.1600000,294.9500000,293.4600000,294.7900000
SBER,60,20211222,150000,294.7900000,295.4000000,294.0000000,294.8000000
SBER,60,20211222,160000,294.8700000,296.0000000,294.5000000,295.3300000
SBER,60,20211222,170000,295.3300000,295.4400000,293.5000000,294.8700000
SBER,60,20211222,180000,294.9100000,297.2300000,294.6200000,296.5000000
SBER,60,20211222,190000,296.5000000,296.8000000,295.0000000,295.2000000
SBER,60,20211222,200000,295.4900000,295.5700000,294.3000000,294.4100000
SBER,60,20211222,210000,294.5300000,294.8000000,293.7400000,294.4300000
SBER,60,20211222,220000,294.4300000,294.6000000,293.0400000,293.3800000
SBER,60,20211222,230000,293.3800000,294.1700000,293.1000000,293.5800000
SBER,60,20211223,000000,293.6400000,294.5400000,293.5000000,294.0000000
SBER,60,20211223,080000,294.6800000,296.3900000,294.1800000,296.3000000
SBER,60,20211223,090000,296.3000000,296.9700000,295.7800000,295.8200000
SBER,60,20211223,100000,295.8600000,296.9800000,295.7400000,296.9400000
SBER,60,20211223,110000,296.8600000,298.1000000,293.2300000,293.6600000
SBER,60,20211223,120000,293.6500000,294.1400000,291.7000000,293.6500000
SBER,60,20211223,130000,293.7400000,295.3000000,293.5400000,294.9200000
SBER,60,20211223,140000,294.9200000,295.6600000,293.2000000,293.6500000
SBER,60,20211223,150000,293.6500000,294.3000000,291.8000000,292.4000000
SBER,60,20211223,160000,292.4000000,293.4400000,291.2600000,292.7500000
SBER,60,20211223,170000,292.7200000,294.1000000,292.6400000,293.0700000
SBER,60,20211223,180000,293.0800000,295.3400000,293.0000000,293.5000000
SBER,60,20211223,190000,293.5000000,294.6700000,292.9800000,294.3000000
SBER,60,20211223,200000,294.0500000,294.3100000,293.3500000,293.7500000
SBER,60,20211223,210000,293.7800000,294.4500000,293.5800000,294.1300000
SBER,60,20211223,220000,294.1200000,294.4400000,293.4500000,293.7300000
SBER,60,20211223,230000,293.7400000,293.9500000,293.1700000,293.6000000
SBER,60,20211224,000000,293.5000000,293.5000000,292.3900000,292.8000000
SBER,60,20211224,080000,293.0000000,293.8200000,291.3000000,292.7000000
SBER,60,20211224,090000,292.7000000,293.5600000,292.2000000,293.4600000
SBER,60,20211224,100000,293.5000000,294.0000000,292.8100000,293.2800000
SBER,60,20211224,110000,293.3700000,294.1800000,292.5000000,293.4300000
SBER,60,20211224,120000,293.4500000,293.4600000,290.2000000,290.3600000
SBER,60,20211224,130000,290.3600000,291.0600000,289.0000000,290.1100000
SBER,60,20211224,140000,290.1100000,291.9900000,290.0600000,291.3300000
SBER,60,20211224,150000,291.3000000,292.3800000,290.9100000,291.5700000
SBER,60,20211224,160000,291.6200000,293.6700000,291.4300000,292.8000000
SBER,60,20211224,170000,292.7100000,293.2100000,292.5000000,292.6400000
SBER,60,20211224,180000,292.6300000,293.1700000,292.3100000,293.1700000
SBER,60,20211224,190000,293.1400000,293.8500000,292.9100000,293.8500000
SBER,60,20211224,200000,293.8500000,294.0400000,292.7300000,292.7300000
SBER,60,20211224,210000,292.7500000,293.4400000,292.2000000,292.9800000
SBER,60,20211224,220000,292.9900000,292.9900000,292.5600000,292.9500000
SBER,60,20211224,230000,292.9500000,293.3000000,292.9000000,293.2000000
SBER,60,20211225,000000,293.1900000,293.9600000,293.1700000,293.8900000
SBER,60,20211227,080000,294.7900000,295.3100000,294.0200000,295.0400000
SBER,60,20211227,090000,295.0400000,295.7700000,294.5600000,295.0800000
SBER,60,20211227,100000,295.1800000,295.2500000,294.5100000,294.8000000
SBER,60,20211227,110000,294.7700000,295.6600000,294.2200000,295.0000000
SBER,60,20211227,120000,295.1000000,296.0000000,294.4300000,295.1700000
SBER,60,20211227,130000,295.1600000,295.6000000,294.7600000,294.9700000
SBER,60,20211227,140000,294.9700000,295.2000000,294.3600000,294.9800000
SBER,60,20211227,150000,294.9800000,295.0900000,293.6500000,294.4400000
SBER,60,20211227,160000,294.5200000,295.0000000,293.9000000,293.9700000
SBER,60,20211227,170000,293.9700000,294.3200000,293.3700000,293.7000000
SBER,60,20211227,180000,293.6400000,294.8900000,293.4100000,294.6100000
SBER,60,20211227,190000,294.6900000,295.4300000,294.2600000,295.0300000
SBER,60,20211227,200000,295.0400000,295.3000000,294.6500000,294.9900000
SBER,60,20211227,210000,294.9900000,295.2000000,294.8600000,295.2000000
SBER,60,20211227,220000,295.2000000,295.2500000,295.0000000,295.1500000
SBER,60,20211227,230000,295.1000000,295.4500000,295.0200000,295.1200000
SBER,60,20211228,000000,295.0200000,295.7500000,294.9200000,295.6800000
SBER,60,20211228,080000,295.8400000,296.4000000,295.5800000,296.2400000
SBER,60,20211228,090000,296.2400000,297.3800000,296.0600000,297.3800000
SBER,60,20211228,100000,297.3500000,297.3800000,296.7700000,297.2600000
SBER,60,20211228,110000,297.2700000,297.5500000,295.6000000,296.1800000
SBER,60,20211228,120000,296.1700000,296.8000000,295.6200000,295.8900000
SBER,60,20211228,130000,295.8900000,296.1800000,295.1600000,295.5300000
SBER,60,20211228,140000,295.5000000,295.6800000,294.7100000,295.4100000
SBER,60,20211228,150000,295.4100000,296.3700000,294.1800000,295.9800000
SBER,60,20211228,160000,295.9800000,296.6000000,295.7000000,296.0000000
SBER,60,20211228,170000,296.0100000,296.1900000,295.1700000,295.4600000
SBER,60,20211228,180000,295.4600000,295.7300000,295.0000000,295.3400000
SBER,60,20211228,190000,295.3400000,296.0400000,295.3000000,296.0400000
SBER,60,20211228,200000,295.7000000,296.0400000,294.7300000,295.4400000
SBER,60,20211228,210000,295.4400000,295.6000000,294.7100000,295.4900000
SBER,60,20211228,220000,295.5000000,295.5500000,295.1700000,295.3200000
SBER,60,20211228,230000,295.4400000,295.4400000,294.8700000,295.0100000
SBER,60,20211229,000000,295.0100000,295.3000000,294.8000000,295.0000000
SBER,60,20211229,080000,295.0500000,295.3000000,293.5300000,294.0200000
SBER,60,20211229,090000,294.1000000,294.1500000,292.9200000,293.9500000
SBER,60,20211229,100000,293.9700000,294.9500000,293.9000000,294.5300000
SBER,60,20211229,110000,294.5300000,295.5500000,293.7200000,294.6600000
SBER,60,20211229,120000,294.7000000,294.9800000,293.0000000,293.6800000
SBER,60,20211229,130000,293.6800000,293.9100000,291.7600000,291.9400000
SBER,60,20211229,140000,291.8700000,292.7100000,291.3300000,292.2800000
SBER,60,20211229,150000,292.2800000,292.5400000,291.5600000,292.2000000
SBER,60,20211229,160000,292.2000000,293.4700000,291.8300000,292.9400000
SBER,60,20211229,170000,292.9300000,293.6800000,292.4800000,292.8200000
SBER,60,20211229,180000,292.8200000,293.8100000,292.4000000,293.0000000
SBER,60,20211229,190000,293.0000000,293.2800000,292.3100000,292.8000000
SBER,60,20211229,200000,292.6000000,293.3000000,292.5200000,292.8300000
SBER,60,20211229,210000,292.8200000,293.2000000,292.6000000,293.1700000
SBER,60,20211229,220000,293.1500000,293.2100000,292.6100000,292.8000000
SBER,60,20211229,230000,292.8000000,293.3600000,292.7000000,293.2300000
SBER,60,20211230,000000,293.2500000,293.5100000,293.0700000,293.5100000
SBER,60,20211230,080000,293.6100000,294.0000000,293.0100000,293.4600000
SBER,60,20211230,090000,293.4200000,293.5000000,292.6000000,292.9700000
SBER,60,20211230,100000,292.8800000,293.4000000,292.8000000,293.4000000
SBER,60,20211230,110000,293.3500000,293.3700000,291.9000000,292.5500000
SBER,60,20211230,120000,292.5800000,292.9800000,291.5200000,291.9300000
SBER,60,20211230,130000,291.9200000,292.9500000,291.8300000,292.8000000
SBER,60,20211230,140000,292.8000000,293.3000000,292.5000000,293.0400000
SBER,60,20211230,150000,293.0200000,293.3900000,292.6500000,293.0400000
SBER,60,20211230,160000,293.0400000,293.4500000,292.7300000,293.3800000
SBER,60,20211230,170000,293.3800000,294.3800000,293.0100000,293.9000000
SBER,60,20211230,180000,293.9100000,294.2500000,293.3900000,293.6700000
SBER,60,20211230,190000,293.7000000,294.6800000,292.7000000,293.6200000
SBER,60,20211230,200000,293.6100000,294.1500000,293.0000000,293.8500000
SBER,60,20211230,210000,293.8500000,294.1500000,293.5800000,294.0000000
SBER,60,20211230,220000,294.0000000,294.8900000,293.8800000,294.8100000
SBER,60,20211230,230000,294.8100000,294.8100000,294.0000000,294.0500000
SBER,60,20211231,000000,294.0600000,294.2400000,293.1100000,293.4900000
SBER,60,20220103,080000,295.9000000,296.1000000,294.3400000,295.1000000
SBER,60,20220103,090000,295.0900000,296.8000000,294.9000000,296.5500000
SBER,60,20220103,100000,296.5500000,296.9500000,295.8600000,296.6000000
SBER,60,20220103,110000,296.5700000,301.2000000,296.4500000,300.2500000
SBER,60,20220103,120000,300.2000000,303.4300000,299.1100000,301.0500000
SBER,60,20220103,130000,301.0500000,301.4000000,300.3000000,301.0000000
SBER,60,20220103,140000,300.9800000,302.3900000,300.3600000,302.2000000
SBER,60,20220103,150000,302.1400000,302.3400000,300.0500000,301.2700000
SBER,60,20220103,160000,301.2300000,302.1000000,300.7800000,301.8900000
SBER,60,20220103,170000,301.8900000,302.4700000,301.5100000,302.1200000
SBER,60,20220103,180000,302.1500000,303.8800000,301.9000000,302.9200000
SBER,60,20220103,190000,303.0000000,303.8700000,302.7000000,302.7000000
SBER,60,20220103,200000,303.0900000,303.3700000,302.6000000,303.0400000
SBER,60,20220103,210000,302.9000000,303.7400000,302.7800000,303.3600000
SBER,60,20220103,220000,303.3600000,303.5000000,303.1200000,303.4500000
SBER,60,20220103,230000,303.5000000,304.9000000,303.2200000,304.7500000
SBER,60,20220104,000000,304.7500000,305.5000000,304.0100000,305.4700000
SBER,60,20220104,080000,305.5100000,309.7800000,305.5000000,308.2300000
SBER,60,20220104,090000,308.3400000,309.7000000,308.1900000,309.1000000
SBER,60,20220104,100000,309.0700000,310.1000000,308.3500000,308.4400000
SBER,60,20220104,110000,308.3700000,308.8000000,304.5100000,306.1400000
SBER,60,20220104,120000,306.1100000,306.9900000,301.6300000,303.0000000
SBER,60,20220104,130000,303.0900000,305.8500000,302.8200000,305.5900000
SBER,60,20220104,140000,305.6100000,306.8900000,305.0000000,306.0000000
SBER,60,20220104,150000,305.9000000,306.3500000,304.8000000,304.8800000
SBER,60,20220104,160000,304.9200000,305.0000000,302.8800000,304.0300000
SBER,60,20220104,170000,304.0600000,304.6700000,303.7400000,304.0200000
SBER,60,20220104,180000,304.0200000,305.7000000,303.2700000,305.3000000
SBER,60,20220104,190000,305.3000000,305.4300000,304.5200000,305.2200000
SBER,60,20220104,200000,304.5200000,304.8500000,303.5200000,304.2900000
SBER,60,20220104,210000,304.3900000,304.9600000,304.1000000,304.5400000
SBER,60,20220104,220000,304.6000000,304.6400000,303.9100000,303.9100000
SBER,60,20220104,230000,303.9100000,304.7600000,303.7000000,304.5500000
SBER,60,20220105,000000,304.5000000,304.9500000,304.0200000,304.2400000
SBER,60,20220105,080000,303.5600000,304.2600000,302.0100000,302.3900000
SBER,60,20220105,090000,302.5500000,302.9200000,300.7100000,301.9600000
SBER,60,20220105,100000,301.9500000,302.8800000,301.5000000,302.8000000
SBER,60,20220105,110000,302.7700000,304.1900000,301.8500000,303.5500000
SBER,60,20220105,120000,303.5900000,304.0500000,301.5000000,302.0700000
SBER,60,20220105,130000,302.0500000,302.7000000,301.7600000,302.2100000
SBER,60,20220105,140000,302.1800000,302.3500000,301.2200000,301.2400000
SBER,60,20220105,150000,301.2200000,301.3500000,298.3000000,298.3200000
SBER,60,20220105,160000,298.3200000,299.9200000,298.2000000,299.7700000
SBER,60,20220105,170000,299.7900000,300.1900000,299.1300000,299.6000000
SBER,60,20220105,180000,299.5900000,299.7600000,298.0000000,298.7700000
SBER,60,20220105,190000,298.8100000,299.0000000,297.0600000,297.8300000
SBER,60,20220105,200000,297.8500000,298.4000000,296.2600000,297.2300000
SBER,60,20220105,210000,297.1100000,297.7700000,295.8200000,296.4800000
SBER,60,20220105,220000,296.4900000,296.4900000,292.5500000,293.0300000
SBER,60,20220105,230000,293.0000000,293.2200000,287.1700000,287.9800000
SBER,60,20220106,000000,287.9900000,291.1500000,287.0000000,287.0100000
SBER,60,20220106,080000,286.8600000,291.7000000,281.0000000,291.4000000
SBER,60,20220106,090000,291.3900000,293.7300000,290.2700000,290.5100000
SBER,60,20220106,100000,290.5600000,293.8300000,290.0500000,292.4800000
SBER,60,20220106,110000,292.3200000,295.1000000,289.3000000,291.1000000
SBER,60,20220106,120000,291.1000000,292.3500000,287.4200000,288.6500000
SBER,60,20220106,130000,288.6500000,291.8900000,288.1300000,290.7300000
SBER,60,20220106,140000,290.7300000,294.4400000,290.5000000,293.1200000
SBER,60,20220106,150000,293.1200000,293.5000000,291.1700000,291.9400000
SBER,60,20220106,160000,291.9400000,292.5100000,291.5100000,291.7400000
SBER,60,20220106,170000,291.7300000,292.6600000,290.5400000,292.3000000
SBER,60,20220106,180000,292.3000000,293.2700000,291.2900000,291.4800000
SBER,60,20220106,190000,291.4700000,292.0600000,291.0000000,291.6900000
SBER,60,20220106,200000,291.8800000,293.9000000,289.8800000,292.9500000
SBER,60,20220106,210000,292.8800000,293.4000000,292.3600000,292.9500000
SBER,60,20220106,220000,292.9600000,293.0700000,292.4000000,292.6900000
SBER,60,20220106,230000,292.6900000,294.1700000,292.5500000,293.8300000
SBER,60,20220107,000000,293.8300000,294.7800000,293.5000000,293.9200000
SBER,60,20220110,080000,295.5300000,298.6800000,295.1900000,298.6400000
